"","mod.st.jan","mod.st.feb","mod.st.mar","mod.st.apr","mod.st.may","mod.st.jun","mod.st.jul","mod.st.aug","mod.st.sep","mod.st.oct","mod.st.nov","mod.st.dec","convert.code","Lat","Lon"
"8606",-0.164739814229165,0.0150023823402989,0.0373598271411879,0.358295536790138,0.373226414837916,-0.175427333386551,-0.195278723150466,-0.128077384581047,0.0602718740046271,0.296970865450646,0.178037046286988,0.0020768511666347,3,45.39202331,-88.35731222
"8607",-0.167504808409717,-0.00297406768288511,0.0126212114444684,0.329862002577102,0.413955731678243,-0.164760599590295,-0.163928566368043,-0.119370814011575,0.0850600570277606,0.308385382151187,0.174073475194518,0.0246414765138638,3,45.39202331,-88.26570577
"8613",0.0297827616759605,-0.0148084586250548,-0.108525469949086,0.157084502021632,0.539952622997703,-0.288152152837995,-0.0883503227268534,-0.113121875527781,0.208705585678217,0.454879162777786,0.198272176939838,0.395049371150492,3,45.39202331,-87.71606701
"8647",0.249570503726829,0.289946909155105,0.353962422155064,1.08133475520066,0.45912990393515,-0.0584455316897561,-0.00148779204403127,0.171404767168951,0.245344032655112,0.46294011980558,0.219046962689788,0.19550368199998,3,45.39202331,-84.60144742
"8750",-0.140286771773162,-0.210327200402787,-0.0200892747661783,0.169557370771656,-0.133471000810175,-0.106358229592615,-0.145685089500034,-0.141612786701444,-0.0406220535741113,-0.124830158570944,0.119670628226856,0.0632161535115756,3,45.30041685,-90.73908015
"8751",-0.164280904712996,-0.197330090900437,0.00545771010416729,0.14756240814819,-0.13979994623844,-0.133204327206045,-0.169735223770829,-0.171787625974503,-0.0456148807731438,-0.133945018496888,0.118711853587968,0.0718529075972469,3,45.30041685,-90.64747369
"8755",-0.427480007972292,-0.232246854865764,0.00680398331019205,0.098612415941318,-0.0906168543286867,-0.164032553224558,-0.175449665486155,-0.215724856155077,-0.0359465235625294,-0.156110599157387,0.019823999798632,-0.0465253674467476,3,45.30041685,-90.28104786
"8760",-0.659157626106492,-0.262124784525497,0.0327846289421245,0.257913580000036,0.0430231556828744,-0.189669519673657,-0.245329005532426,-0.21878899164119,-0.024623965574051,-0.143249149604969,-0.148720696076396,-0.206380617034711,3,45.30041685,-89.82301556
"8761",-0.621176650030066,-0.226208513560209,0.061879204331035,0.306505168132674,0.0618996711111208,-0.194368189178249,-0.265384801046309,-0.230714570513896,-0.0353191267754482,-0.116181028898211,-0.145688694937462,-0.20371984176154,3,45.30041685,-89.73140911
"8776",-0.271207855562466,-0.0253830091667169,0.0203328962407454,0.275509142376507,0.337094569490716,-0.181802693817133,-0.173735031916692,-0.135982719981484,0.0913576744120519,0.295305798296283,0.208815221048667,-0.00530501243059689,3,45.30041685,-88.35731222
