"","d.alb.jan","d.alb.feb","d.alb.mar","d.alb.apr","d.alb.may","d.alb.jun","d.alb.jul","d.alb.aug","d.alb.sep","d.alb.oct","d.alb.nov","d.alb.dec","convert.code","Lat","Lon"
"4251",0.01335,0.001875,0.0175525,0.01554,0.0274035,0.0254025,0.0171575,0.0227875,0.0239525,0.0209166666666667,0.00870499999999999,-0.0022275,-1,47.19798236,-95.33395689
"4252",0.0141725,0.00257499999999999,0.02043,0.01646,0.02751525,0.02559,0.0173275,0.02292,0.024,0.0209733333333333,0.0103675,0.00475,-1,47.20869914,-95.22940052
"4253",0.016095,0.00496249999999999,0.0253225,0.0169266666666667,0.027631,0.0257775,0.0175,0.023065,0.02405,0.0210266666666667,0.00846000000000001,0.017075,-1,47.21932351,-95.12480329
"4254",0.01548,0.00324499999999998,0.020015,0.0164433333333333,0.0277505,0.0259825,0.017675,0.02321,0.02412,0.02108,0.0038775,0.01115,-1,47.22985541,-95.02016553
"4255",0.0194025,0.00368250000000001,0.02427,0.0161333333333333,0.02786475,0.02619,0.0178525,0.0233575,0.024195,0.0211333333333333,0.0123525,0.020375,-1,47.24029478,-94.91548756
"4257",0.0208675,0.00478499999999998,0.0168025,0.0149,0.02808075,0.0266275,0.0182375,0.0236475,0.0243625,0.0212366666666667,0.0062975,0.00963000000000001,-1,47.26089575,-94.70601236
"4258",0.02857,0.0098275,0.0299575,0.0148866666666667,0.02819175,0.026835,0.0184275,0.023805,0.024455,0.0212933333333333,0.007405,0.0187625,-1,47.27105724,-94.60121578
"4259",0.02133,0.0053975,0.0237325,0.0158233333333333,0.02830625,0.027025,0.0186225,0.023955,0.0245575,0.0213566666666667,0.006565,0.0144125,-1,47.28112599,-94.49638034
"4268",0.0206175,0.0090625,0.0209325,0.0179333333333333,0.0292855,0.0286425,0.0206525,0.025345,0.025595,0.02192,0.0100225,0.000157500000000005,-1,47.36756324,-93.55116791
"4291",0.055505,0.0357925,0.038515,0.0277913333333333,0.05127825,0.06532625,0.0586725,0.058199,0.05496325,0.0422393333333333,0.0080855,0.02044,3,47.55407108,-91.1231643
