"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"775",-1.13993998720609e-06,-8.83606115617904e-07,-7.1121731469817e-07,1.13617631384387e-07,-1.22767798371243e-06,-6.09691282563072e-06,-2.1674975645616e-05,-3.20220147642251e-05,-2.01612894290263e-05,-2.62323262776751e-06,1.73753575676617e-06,-4.76007650851687e-07
"776",-2.40466307732805e-06,-2.09312292369122e-06,-2.61449414906222e-06,8.61391234457565e-07,-1.13309877183488e-05,-2.43831161126341e-05,-5.06461494877699e-05,-6.4982802247872e-05,-4.26222411255649e-05,-1.09133821168445e-05,-8.58454131735562e-07,-2.61726345382671e-06
"777",-1.66747151731981e-06,-1.66484566841189e-06,-2.00220290725415e-06,1.00423991188407e-07,-1.10523563066312e-05,-2.14894335249007e-05,-3.96214658882467e-05,-4.72849364779007e-05,-3.12885352336193e-05,-8.79161089283808e-06,-1.00776205910243e-06,-2.05500425599202e-06
"778",-3.80281979104719e-06,-4.0820971953404e-06,-4.56271408094635e-06,-2.27659464358174e-07,-2.87862113204787e-05,-6.62147811024888e-05,-0.000109339584687858,-0.000124445590049995,-7.76602874586201e-05,-1.91080713102096e-05,-2.57775116974337e-06,-4.42647158123999e-06
"779",-1.62419118520691e-06,-1.65541154539834e-06,-2.18764047270576e-06,3.00708689699096e-07,-1.19270295809437e-05,-2.3157178477531e-05,-3.87672183660666e-05,-4.51706621540216e-05,-2.9850486951035e-05,-9.25866389184891e-06,-2.03108121374673e-06,-2.28729723181759e-06
"780",-1.15312221954308e-06,-1.16035461445688e-06,-1.68929895103164e-06,4.22731150612314e-07,-9.45632250883676e-06,-1.76345254315488e-05,-2.79266024446391e-05,-3.15918341369996e-05,-2.11496061862039e-05,-7.35696184047552e-06,-2.06223039026499e-06,-1.85373413744788e-06
"781",-9.88120875771764e-08,5.73192247089277e-07,4.6125366918885e-07,1.69579368768109e-06,4.91585701448843e-06,7.63578421559308e-06,7.6186255221198e-07,-4.70528456710297e-06,-3.13983307377646e-06,1.81466847531804e-07,1.66191799021245e-06,3.06467929016654e-07
"782",-1.37559269852268e-06,-1.28105889428278e-06,-1.54172381078105e-06,4.63025779036509e-07,-7.60008990567367e-06,-1.61636968494783e-05,-3.32068016530835e-05,-4.18167839084454e-05,-2.71506274580274e-05,-7.03806400917509e-06,-2.04311171037294e-07,-1.49609459606655e-06
"783",-5.64739090025544e-08,1.58699322671951e-07,1.54539975332198e-07,6.86582358249544e-07,2.56046405706025e-06,5.97296322395735e-06,3.4227872610326e-07,-4.72888989077731e-06,-3.58250972661266e-06,-7.52439410259342e-07,1.54707930679877e-06,2.24217893506207e-07
"784",4.75247680321164e-07,5.50094437990997e-07,7.18549141173202e-07,1.42607873371196e-08,4.34363021465485e-06,8.26729841506861e-06,1.24180480723738e-05,1.36178584920643e-05,8.97930829145475e-06,2.98090427331021e-06,8.48295509662164e-07,7.49908805047466e-07
"785",-5.00208520730424e-08,4.82859618501435e-08,1.33480011473814e-07,1.53606831839755e-07,1.18547183703279e-06,9.69542080124234e-07,-1.11531348761955e-06,-2.71507098543879e-06,-1.38499183103945e-06,4.56325789727453e-07,6.63993638623579e-07,1.80876728996971e-07
"786",-8.00949138022951e-07,-7.26703549953466e-07,-6.82286841486468e-07,1.24110427855467e-07,-3.57637147802103e-06,-1.04541173945777e-05,-2.16737424259223e-05,-2.71270353363577e-05,-1.66264355119919e-05,-2.94314460063562e-06,5.41303728341631e-07,-5.68345948078001e-07
"787",8.42532595856953e-07,9.74188023030338e-07,1.33400033866557e-06,1.74778888765447e-08,8.09957822955917e-06,1.48682161073572e-05,2.15252225305463e-05,2.31617522249717e-05,1.54765123031395e-05,5.55865717240129e-06,1.79510761727752e-06,1.43403565740189e-06
"788",-1.80754405764063e-08,-5.65359197491963e-08,-9.58805643463813e-08,-6.77521725426785e-08,-1.08136575110581e-06,-1.62806457384644e-06,-1.39570876406574e-06,-6.06228624593067e-07,-5.11320982304139e-07,-5.05725075286694e-07,-3.07571556431523e-07,-1.39323514298459e-07
"789",3.29608772071494e-06,3.4312095715647e-06,3.47472127678375e-06,4.09306780825974e-07,2.00989964788846e-05,4.9756696746594e-05,8.97892000586284e-05,0.000107216415475822,6.64363870369561e-05,1.40114191482419e-05,1.38706914255825e-07,3.08447893634538e-06
"790",-1.56146319220461e-07,-1.53083252609232e-07,-1.50170943332354e-07,-8.25267066361007e-10,-8.48871795054345e-07,-2.23343547242207e-06,-4.2728525254093e-06,-5.19618473275266e-06,-3.20481113033577e-06,-6.28780618501826e-07,4.46943945837272e-08,-1.30860043681791e-07
"791",6.82199036694033e-07,7.857367434235e-07,9.61766614811935e-07,9.60283705130183e-08,5.91389136572895e-06,1.18630852192336e-05,1.82904645878962e-05,2.02869048913047e-05,1.31263676988092e-05,3.94831247082377e-06,9.55383257273686e-07,9.76096472282022e-07
"792",8.0348239541738e-08,1.67681766307208e-07,1.53260000296621e-07,2.21327363383592e-07,1.31135741746494e-06,2.60853767206389e-06,3.00752322651736e-06,2.7155382715988e-06,1.65895143221658e-06,4.77166893050541e-07,2.07381999243972e-07,1.31821096671056e-07
"793",6.51743713705062e-07,6.63046088715562e-07,7.16800342255339e-07,-7.28864676248013e-10,4.14073807093768e-06,9.78591185317067e-06,1.75598186207443e-05,2.08500000177184e-05,1.3069447393496e-05,3.00279582920645e-06,1.64631302245992e-07,6.72211186251199e-07
"794",-9.63309489591868e-07,-9.18005061532588e-07,-1.39719314917695e-06,5.80569580069449e-07,-7.43971962252982e-06,-1.37116315793598e-05,-2.27787373622842e-05,-2.63809955804727e-05,-1.78038717497836e-05,-6.2429580346163e-06,-1.65400907201723e-06,-1.54509462006729e-06
"795",7.12525490595777e-07,7.94471049667672e-07,7.23778943121383e-07,2.51944511114597e-07,4.56231215693665e-06,1.16933633893056e-05,2.07834365866762e-05,2.44832857536971e-05,1.49578751722949e-05,2.84417315081782e-06,-1.53853307345279e-07,5.94625914103734e-07
"796",2.76325096153215e-06,2.89730294450831e-06,3.13109113260146e-06,1.11685646504288e-07,1.94621229612144e-05,4.6345431170232e-05,7.92129141905998e-05,9.15928352056637e-05,5.68765992398069e-05,1.31726776817459e-05,1.1363842554345e-06,2.96729687823365e-06
"797",-1.20211769289647e-06,-5.79949611770958e-07,-1.00857998040708e-06,1.1727516390788e-06,5.7928366974313e-06,2.16742795720271e-05,1.01647061050597e-05,-6.70326030927962e-06,-1.00477459721573e-05,-3.85382088732018e-06,1.6102257710888e-06,-9.08269720971136e-07
"798",2.81260365178167e-06,3.94843088324626e-06,3.67103234755539e-06,2.0128108091002e-06,3.94438033833531e-05,0.000105938039218117,0.000142755165839695,0.000139465894618324,7.79822463411079e-05,1.55087410994342e-05,4.04675168414195e-06,3.46659903234599e-06
"799",5.41468478374902e-07,7.01206783005187e-07,6.5720790189005e-07,4.69071839853276e-07,3.84524183724395e-06,9.32325928360418e-06,1.44917519621089e-05,1.67777001761984e-05,1.01811191552252e-05,2.03454093291016e-06,2.58170128336714e-07,5.13932616979756e-07
"800",7.18913713743468e-07,9.04310565008769e-07,8.92915534224586e-07,9.77520939075201e-07,3.79390605342456e-06,8.12542737976267e-06,9.2990933051472e-06,1.03255446232403e-05,6.77117206969755e-06,1.16265911254382e-06,1.21158635933941e-06,7.78400364776414e-07
"801",6.4620183620248e-07,9.72947320598631e-07,9.54226979955045e-07,8.17459422931988e-07,4.8928773602822e-06,1.13164465453069e-05,1.4530170663577e-05,1.66132903745677e-05,9.9267972169662e-06,2.0853600130169e-06,8.86054480335857e-07,6.86596559954343e-07
"802",1.57616515147215e-06,1.67196682837433e-06,1.7935977222304e-06,2.91736600505874e-07,9.46694854109088e-06,2.17986112776574e-05,3.69158573119352e-05,4.37968783236983e-05,2.76961463855236e-05,6.28432136143623e-06,9.29497227106873e-07,1.65912336953402e-06
"803",1.54611624157686e-06,3.22091933168105e-06,2.71060837126437e-06,3.51445727369606e-06,4.23182229078844e-05,0.000116052937372786,0.000133898360265864,0.000112598088928191,5.76193832541269e-05,1.04528926605007e-05,6.64388519598539e-06,2.75587751225257e-06
"804",2.66455429799813e-06,3.1170429765737e-06,3.32271873282593e-06,1.37509927262327e-06,2.15494738917384e-05,4.98951261051866e-05,7.27581072524634e-05,7.84387901241202e-05,4.84415884945736e-05,1.13672151043593e-05,3.24339007292003e-06,3.21700910248865e-06
"805",2.02337202256944e-06,2.55359253133333e-06,2.64191953209798e-06,9.89113304054298e-07,1.85041832696633e-05,4.16910743454107e-05,6.24760594119009e-05,6.76942523204485e-05,4.16553404860501e-05,1.01470708395331e-05,1.89909266537207e-06,2.43368009391294e-06
"806",2.62943973208069e-06,2.68287276749567e-06,2.949577425721e-06,-5.31714769428195e-08,1.70141122384734e-05,3.96308777483202e-05,7.0651041111858e-05,8.3678763815565e-05,5.26137368811681e-05,1.23838304632493e-05,8.72997858845868e-07,2.79113242861635e-06
"807",3.64124265503574e-06,4.34825053751705e-06,4.70421004278666e-06,1.36846835929845e-06,3.08977117560567e-05,7.04182532995268e-05,0.000107436216081095,0.000118437004214996,7.32094720087467e-05,1.80781490571079e-05,3.64769910325734e-06,4.42793764434411e-06
"808",-7.46006395076013e-08,5.49587404449341e-07,3.35046857027918e-07,1.41604220719488e-06,8.68061042092414e-06,2.15863701665554e-05,1.96850885174477e-05,1.1859841271669e-05,4.82736285454704e-06,9.87727625034187e-07,1.57384230096203e-06,2.89493278458465e-07
"809",1.08721269804448e-06,1.1601301378587e-06,1.26404720669755e-06,9.03782749331157e-08,7.45261392685118e-06,1.70341146404901e-05,2.96028925732196e-05,3.46845897802889e-05,2.18212544496734e-05,5.19894111968409e-06,4.51291863280466e-07,1.17906030807364e-06
"810",4.61910643111657e-06,5.21297837279733e-06,5.29377734730248e-06,3.49496633112564e-06,2.56302681908545e-05,5.69087809736736e-05,8.35740742388172e-05,9.59839021350761e-05,6.19296577587604e-05,1.2596641641164e-05,5.03174702094571e-06,4.9048592336812e-06
"811",2.12178241445176e-07,4.06801223862264e-07,1.85336220738065e-07,8.81269594786841e-07,2.22416880362568e-06,7.74859243997498e-06,6.9159464580296e-06,4.92341864307962e-06,1.92253809755325e-06,-9.57673426668206e-07,5.1776828687966e-07,8.48439830453693e-08
"812",8.14073671582064e-07,1.5373810100374e-06,1.44164967419407e-06,1.80575164229022e-06,1.27460675109364e-05,2.75979785878116e-05,3.22410384988561e-05,2.91309558178972e-05,1.72191805383159e-05,4.46736005058767e-06,2.15393566192731e-06,1.28961164005119e-06
"813",9.94502041846034e-07,1.48451256229283e-06,1.65889604155371e-06,8.54450559673162e-07,1.44981204829856e-05,3.27597948126539e-05,4.1739748999921e-05,3.98079396783566e-05,2.36224941454327e-05,6.69472795825115e-06,2.55516888557101e-06,1.68686149976856e-06
"814",8.07488345665173e-07,1.22615197996685e-06,1.06155029902246e-06,1.60811722267067e-06,7.28441119142469e-06,1.6487567552119e-05,1.97486253202449e-05,1.94324254384441e-05,1.16766381187172e-05,2.07528600941137e-06,1.25688498980911e-06,8.91268530394863e-07
"815",1.6186135883553e-06,2.35018830754125e-06,1.88641268392054e-06,3.14418885737768e-06,1.47859537280571e-05,4.11729632877699e-05,4.46119546749565e-05,3.98189757191422e-05,2.14177139839324e-05,1.38993404909137e-06,3.45012774853593e-06,1.6236413639991e-06
"816",1.13143960336029e-06,1.32323823783607e-06,1.327817307828e-06,5.69588757018217e-07,7.07558337827027e-06,1.65917978224871e-05,2.80799713245786e-05,3.37426802863219e-05,2.1008425052442e-05,4.55812420200175e-06,4.19001348220225e-07,1.11011372194801e-06
"817",1.7139954531861e-06,1.83969861149886e-06,2.26762908451824e-06,1.47763377437724e-08,1.20040129713725e-05,2.5303326210151e-05,4.12896576493646e-05,4.85636123954129e-05,3.12093028101761e-05,8.77349625856219e-06,1.93625285368693e-06,2.21122655021847e-06
"818",-8.44515548295798e-07,-8.5622330759323e-07,-8.52416287476068e-07,-6.60365459309961e-08,-4.96019178145218e-06,-1.25674770139807e-05,-2.32322227755059e-05,-2.78817016678659e-05,-1.72400690136776e-05,-3.52492197971256e-06,9.66695825280298e-08,-7.54578810660639e-07
"819",-5.95777245076614e-07,-4.73483572266333e-07,-4.58044281385897e-07,2.17706234954588e-07,-2.05921420450207e-06,-6.89625882833253e-06,-1.53755041370412e-05,-1.98164471602244e-05,-1.20860736531555e-05,-2.01950699806157e-06,4.9088854468125e-07,-3.87550045718102e-07
"820",9.11544973539589e-07,9.96267789147004e-07,9.58708160173326e-07,5.3024114585333e-07,5.02940358159015e-07,5.73763946140297e-06,1.16198996265796e-05,2.00618020640595e-05,1.15111196409671e-05,9.03939125362433e-07,3.4313450971868e-08,4.59561182698476e-07
"821",3.14860144520653e-07,4.40341759458685e-07,2.58238039155411e-07,9.63711436755645e-07,-1.81813436532582e-06,-1.93575041627175e-06,-4.95979141148874e-06,-2.99034573000663e-06,-2.24331273658838e-06,-2.18697515828082e-06,2.54761554329832e-07,-3.20588128650706e-08
"822",-2.17071720944381e-07,-1.696167976506e-07,1.64366779707542e-07,-2.26572140319604e-07,9.8746089611374e-07,-2.15166883332794e-06,-7.875284416117e-06,-1.12038750632601e-05,-5.83759996987909e-06,8.70544598289178e-07,1.54355425620435e-06,3.74003774873222e-07
"823",8.03068995591414e-07,1.0205539737318e-06,7.58688759655615e-07,1.18445939145028e-06,3.05567762307509e-06,8.00728318356746e-06,1.05413720732324e-05,1.23128258980931e-05,7.67339875286504e-06,4.97699672530864e-08,4.55202311026942e-07,5.30451295773344e-07
"824",-1.9404712667198e-06,-1.78477380755018e-06,-2.3068984074008e-06,6.88087523000073e-07,-1.12722174884894e-05,-2.20819304304262e-05,-4.32514241790791e-05,-5.36034489365544e-05,-3.56423248078993e-05,-1.01684421021113e-05,-1.20179839380176e-06,-2.38546600822624e-06
"825",-2.58470543186482e-06,-2.85772379867212e-06,-3.39174630740338e-06,-1.35292339425691e-07,-2.16722686601471e-05,-4.63862821612419e-05,-7.45607069006481e-05,-8.369710641892e-05,-5.30198826323661e-05,-1.46740528883531e-05,-2.59005504508253e-06,-3.39924098964425e-06
"826",-3.89350889854225e-06,-4.13897662720895e-06,-4.55222259782353e-06,-3.00989086486572e-07,-2.83706496627438e-05,-6.61961131887837e-05,-0.000110616708498097,-0.000126805312293321,-7.89685399097693e-05,-1.88849456881156e-05,-2.23468626069256e-06,-4.37030541235672e-06
"827",-8.26695505277239e-07,-8.70215483983334e-08,-5.60431772686314e-07,1.47171343289119e-06,8.31761916423522e-06,2.70281835372091e-05,1.96343185293333e-05,4.66632317073749e-06,-2.79462412400791e-06,-2.29977024197242e-06,1.60836796589977e-06,-5.62800463390593e-07
"828",-1.8386465382898e-06,-1.93566749097955e-06,-2.27982139606814e-06,5.67748246889274e-08,-1.4480198711576e-05,-3.25815850302723e-05,-5.26575253546345e-05,-5.92626291365544e-05,-3.71450203631142e-05,-9.69823649079303e-06,-1.67654715808254e-06,-2.29687275995413e-06
"829",1.05123255224751e-06,1.41464435906338e-06,1.48342083103926e-06,9.18074122250446e-07,7.94307424408105e-06,1.76714239085594e-05,2.52218121794994e-05,2.90278368061773e-05,1.79434754087972e-05,4.36405834705183e-06,1.30882355533634e-06,1.22747370809435e-06
"830",-7.86645683754429e-07,-9.02892539772671e-07,-1.18814303408204e-06,-2.9000167163433e-08,-7.27089156352462e-06,-1.3916073180901e-05,-2.0698880357568e-05,-2.25457752007123e-05,-1.48273598999964e-05,-4.94608792171644e-06,-1.44345241914571e-06,-1.25250175200501e-06
"831",-2.5216511023211e-07,-1.64447833904314e-07,-2.61622673089563e-07,2.8731671997479e-07,-1.01806654557279e-06,-2.3289607270479e-06,-5.500914878463e-06,-7.24743434746948e-06,-4.76025188505472e-06,-1.30463678670277e-06,-8.4802554970283e-08,-2.90994758210973e-07
"832",-6.16279683804544e-07,-7.46922817079937e-07,-1.03107086290092e-06,-6.66669298849893e-08,-6.37935993134595e-06,-1.14411856806363e-05,-1.58783697402649e-05,-1.66733774043873e-05,-1.12280744348926e-05,-4.24932919035199e-06,-1.50285529304616e-06,-1.11215564409543e-06
"833",1.09134213453939e-06,1.06745703177078e-06,1.01422936305088e-06,1.65527736044017e-07,5.9239149723202e-06,1.57567747774012e-05,2.97103178055638e-05,3.59227188909305e-05,2.20314419160802e-05,4.17713537795005e-06,-3.59284806753345e-07,8.86748210541208e-07
"834",4.38163986516244e-08,2.81806125945321e-07,4.86098192721701e-07,3.48045776142153e-07,3.77100846993253e-06,4.70984350250067e-06,1.79793466204433e-06,-1.09098398558885e-06,3.06330230903398e-08,1.77109831032267e-06,1.56827703610318e-06,5.76609543116612e-07
"835",7.16646361300807e-07,9.61016750770949e-07,1.17224416080531e-06,3.97830995075779e-07,7.74847426453747e-06,1.46136813300022e-05,1.99770326072613e-05,2.0694846153583e-05,1.35428464922195e-05,4.59497753285354e-06,1.54038639333368e-06,1.19415259043969e-06
"836",-5.38968758179307e-08,7.39636001605294e-09,1.91968057350416e-09,1.63837172549906e-07,-6.80613397156391e-08,-5.58605764189098e-07,-2.0570652606511e-06,-2.62745458320542e-06,-1.62203234459121e-06,-2.7708508450035e-07,1.70963535126957e-07,-2.0661402251277e-08
"837",-8.93916768258836e-07,-9.62046118750247e-07,-1.1113830157435e-06,-5.40905124330002e-08,-6.66293544306354e-06,-1.45351783446647e-05,-2.41323764439789e-05,-2.77233850140011e-05,-1.75930270564778e-05,-4.60477564426791e-06,-7.18388562851589e-07,-1.09012920748851e-06
"838",3.56706137011865e-07,3.39584410772036e-07,2.28363935400082e-07,8.68976313650602e-08,7.60072682296403e-07,3.95856725606192e-06,9.07952049516412e-06,1.22203745656735e-05,7.13950160444991e-06,6.32168225869338e-07,-5.6728825767208e-07,8.96180809484744e-08
"839",2.54400092863468e-08,-1.35327477229342e-08,-1.30974712226899e-07,-2.13327408292225e-09,-8.93861646373304e-07,-4.04847925550608e-07,1.28869983074211e-06,2.45846150243811e-06,1.15128602705608e-06,-5.44095883696093e-07,-6.27519757515759e-07,-2.00631343475216e-07
"840",7.4600676932954e-07,7.48764394525867e-07,7.95325913851226e-07,-1.55904029078632e-08,4.56146499112708e-06,1.10325731679381e-05,2.01669536995167e-05,2.41103067359939e-05,1.50648822528291e-05,3.34890075295092e-06,9.16630794713823e-08,7.36645743041836e-07
"841",9.03182642783213e-06,9.43171458373629e-06,1.0600725342553e-05,1.62923904481173e-07,6.21181627111146e-05,0.000139997296643345,0.000242260884188213,0.000283435124127569,0.000179085796895969,4.42411754648748e-05,4.80327180452014e-06,1.02039445259667e-05
"842",-1.10021505412361e-07,1.27946770169175e-07,9.48456406783076e-08,5.79582999284385e-07,1.70418483482719e-06,2.28015833223011e-06,-8.45817404998512e-07,-3.50484148451226e-06,-2.20682778605879e-06,-3.99617086016788e-08,6.32360094584636e-07,7.56274755920996e-08
"843",9.72665348620425e-07,1.40740011940245e-06,1.09434264664748e-06,8.83154597768869e-07,1.46237757129197e-05,4.25120269047855e-05,5.77987899406576e-05,5.60937179002765e-05,3.04035331947931e-05,4.83491268866707e-06,8.45271966468724e-07,9.57874588038119e-07
"844",7.51759297212575e-08,4.75702853106276e-07,3.06160561660078e-07,8.01387882174486e-07,7.54771762918647e-06,2.08535974825631e-05,2.23579560948196e-05,1.69991712821609e-05,7.95386443568611e-06,1.24227638939128e-06,1.11368752834684e-06,2.86968784264698e-07
"845",2.80626534396e-07,1.08130433694109e-06,7.11726846197336e-07,1.50470444802074e-06,1.71830232364296e-05,5.04754735335922e-05,5.60593884507331e-05,4.49785544311711e-05,2.11345530985587e-05,2.88431191083285e-06,2.44825801129153e-06,6.5065490232648e-07
"846",3.54068600556158e-06,5.34854554411036e-06,5.02299663018377e-06,3.09964961453823e-06,5.79973071149703e-05,0.000152818919361404,0.000198931795485018,0.000187928244800712,0.000104246607510329,2.17380109686047e-05,6.87073795386123e-06,4.91489461896303e-06
"847",1.57822679312168e-07,3.02376357669938e-07,2.69862834478731e-07,1.59101348897387e-07,3.38631128928671e-06,8.62965421535645e-06,1.03183525763116e-05,9.08262311697136e-06,4.90450054362976e-06,1.03356985601134e-06,4.72499335463357e-07,2.51532653330616e-07
"848",1.07934677390816e-06,1.39840884039529e-06,1.3561147649783e-06,1.47782057122927e-06,6.93882091117889e-06,1.64218371582248e-05,1.88558656716509e-05,1.95414326445192e-05,1.1975432188168e-05,1.95389872459391e-06,1.98094195298754e-06,1.19128903864125e-06
"849",-6.98968278994805e-08,7.8630622720147e-07,4.31705774576098e-07,1.82358895296676e-06,1.58126541466669e-05,4.57870150706773e-05,4.4428346712099e-05,2.95336421036207e-05,1.18217746507132e-05,1.13413658751625e-06,3.07863548669505e-06,4.66492261415095e-07
"850",2.28568780430568e-06,3.50833764513291e-06,3.29488453698021e-06,2.9047540808483e-06,3.13005103613574e-05,7.74655607955338e-05,9.54708065039941e-05,8.87427237370027e-05,5.0399759556644e-05,1.0604246651441e-05,5.02851851227827e-06,3.13699681463475e-06
"851",2.22547911745882e-06,2.61445135769034e-06,2.57871500047761e-06,2.30075919907323e-06,1.02862018193326e-05,2.3679953578667e-05,3.2055125237064e-05,3.85193258641393e-05,2.47095311262264e-05,4.18236897680433e-06,2.69933105899619e-06,2.20693361616782e-06
"852",1.48174612139136e-06,1.91240599858515e-06,1.96582672416038e-06,7.49117063567249e-07,1.47547518009187e-05,3.47773732931268e-05,5.02731944864294e-05,5.31152293231765e-05,3.19736333292105e-05,7.54650729058036e-06,1.65390036600002e-06,1.81477135642506e-06
"853",2.36481793111951e-06,2.58725401053651e-06,2.77457154153711e-06,4.40756929765667e-07,1.76618804791779e-05,4.09756929655539e-05,6.79899666064842e-05,7.76049784442734e-05,4.82579590065087e-05,1.14327612566903e-05,1.26137363064996e-06,2.62593900934727e-06
"854",1.8606077341155e-07,2.76355969185101e-07,1.6591431217891e-07,2.1894705206435e-07,2.24244437066113e-06,7.88414890761088e-06,1.10493584002031e-05,1.13497902702648e-05,5.8817103757193e-06,5.24838517351383e-07,-5.72689809597523e-08,7.20179224012904e-08
"855",3.41190129901815e-07,4.83684653844136e-07,3.36954435037369e-07,5.18605195990322e-07,2.16851307639163e-06,7.60837310060331e-06,1.11340951595281e-05,1.28287155310429e-05,6.92409596239071e-06,5.26892234645053e-07,-9.91667612759554e-08,1.41497015624402e-07
"856",4.61445654184887e-07,6.12497906518629e-07,7.31532852779739e-07,2.20485955358601e-07,4.86615881637595e-06,9.39174418812465e-06,1.325067105549e-05,1.39104047112201e-05,9.03212585824008e-06,2.91192261830092e-06,8.78745060864952e-07,7.34889625484655e-07
"857",2.04914061385466e-08,2.76905832291347e-07,2.16027934815355e-07,6.58539805197127e-07,2.50910023448836e-06,4.46937837029935e-06,3.05299859715185e-06,1.08506847133049e-06,5.52315813699142e-07,4.12404557845025e-07,5.60302419426794e-07,1.66510131686951e-07
"858",-1.35777209031387e-08,6.70290685013149e-08,1.54129674802214e-08,2.18747482930284e-07,4.19399495007741e-07,8.83463197093342e-07,6.4695802117786e-07,2.66904749590541e-07,5.30455485901501e-08,-1.03692685141253e-07,-1.74215506258501e-08,-3.13845516093148e-08
"859",-2.41811311719462e-07,-3.15262683655661e-07,-3.39434404928468e-07,-1.9083203032207e-07,-2.24090421902349e-06,-4.63057257413789e-06,-6.72127528849068e-06,-7.25853052818435e-06,-4.5819482303383e-06,-1.25038255244117e-06,-3.01943778802866e-07,-3.17303478251175e-07
"860",1.18745706901949e-06,1.25016944390628e-06,1.29793084107905e-06,2.40398790499784e-07,8.22902929340921e-06,1.96921821436944e-05,3.39004118704493e-05,3.93422773276492e-05,2.43467796369786e-05,5.4905273601524e-06,3.05392067483055e-07,1.22679606849143e-06
"861",-4.71954892534798e-07,-8.57304909441752e-07,-8.85100351277692e-07,-6.46686922239263e-07,-1.03136260852611e-05,-2.50996539855863e-05,-2.95513810047586e-05,-2.55883112687487e-05,-1.41452435203949e-05,-3.63685256989825e-06,-1.81908894584685e-06,-9.26132067881903e-07
"862",2.18521751540254e-06,3.03513464133065e-06,3.26418354190409e-06,1.9887860882716e-06,2.46384220501513e-05,5.63781896638985e-05,7.03100426742095e-05,6.82154044638039e-05,4.08173026302029e-05,1.04642197726346e-05,5.01511718107847e-06,3.20725188860581e-06
"863",8.19966093059592e-07,9.16079276694782e-07,6.53331548764188e-07,6.65964145946223e-07,3.83216567946092e-06,1.35324209623269e-05,2.29408249361147e-05,2.72694713532614e-05,1.56203629072804e-05,1.43690417131735e-06,-4.64770244037738e-07,3.90769918929505e-07
"864",-4.8834463645627e-07,-7.34859892397998e-07,-1.16777449585038e-06,-1.87185370132323e-07,-8.06477575458518e-06,-1.32444590778107e-05,-1.38181612025334e-05,-1.14947483189769e-05,-8.22994069643768e-06,-4.68848014883755e-06,-2.64018382552655e-06,-1.35683682179396e-06
"865",-3.30974970925291e-07,-3.0546396251124e-07,-2.35209073688627e-07,8.6430982127866e-08,-3.46637342894991e-06,-8.91294527366459e-06,-1.57572645668361e-05,-1.65543438588321e-05,-9.97206538161593e-06,-1.96113258296214e-06,3.45987088856912e-07,-2.90959942988366e-07
"866",4.04354548794518e-06,4.6472884429519e-06,4.67459160048472e-06,2.80859974635705e-06,2.62769381581431e-05,6.22487443622833e-05,9.11567367046525e-05,0.000101415662512533,6.30920707089564e-05,1.27655905809151e-05,4.2106998915257e-06,4.31527510321432e-06
"867",2.18527705995291e-06,2.24192364049021e-06,2.42019901345105e-06,-5.37639101157954e-08,1.50408095835481e-05,3.65249105955789e-05,6.33208335554193e-05,7.35645175192826e-05,4.55429864279318e-05,1.03682847819332e-05,7.09000299244458e-07,2.29336874392264e-06
"868",1.68653587571148e-06,1.6903787390673e-06,2.09429218570197e-06,-2.29286555131833e-07,1.11234058220897e-05,2.26853988459667e-05,4.06641084457113e-05,4.87460579033884e-05,3.18269794944648e-05,8.93175179862492e-06,1.30495037384304e-06,2.1108743289587e-06
"869",-7.80120770737934e-07,-5.41158595402842e-07,-9.39601346101636e-07,8.3839527281771e-07,-4.10170798145493e-06,-4.08652761441832e-06,-1.28706275247418e-05,-1.70904615772016e-05,-1.32458934823167e-05,-5.13458994209808e-06,-5.69622306925534e-07,-1.18451489866346e-06
"870",2.0016325500648e-06,3.41685374322781e-06,2.74631131132267e-06,6.70098258798887e-06,1.61535734281123e-05,3.76608011878217e-05,1.91309841798687e-05,5.04178737452524e-06,1.89015855163081e-06,-3.56524013147592e-06,7.51907201905355e-06,2.38872941718333e-06
"871",-8.42031123473832e-07,-4.69697386480578e-07,-3.73516180393487e-07,4.81995515231051e-07,2.45138234416667e-06,4.34017099534587e-06,-8.27757616866239e-06,-1.92402077679276e-05,-1.32072954616422e-05,-1.59281574803957e-06,2.16098991985632e-06,-1.6607613937479e-07
"872",-1.15414660838943e-06,-8.67947786794693e-07,-1.07164352310373e-06,6.84253734343654e-07,-4.6348185688494e-06,-8.46671460046713e-06,-2.39766372461333e-05,-3.19872699477507e-05,-2.17760607580898e-05,-5.64068009141823e-06,4.6634168799836e-07,-1.16053186377991e-06
"873",-1.17149907609448e-06,-8.88461976340952e-07,-6.98999888470441e-07,4.56245164885503e-07,-3.08724908946338e-06,-1.29286845885344e-05,-3.20636382270822e-05,-4.20205606328552e-05,-2.5346469424389e-05,-3.43242715827546e-06,1.85293675682489e-06,-4.94708736891242e-07
"874",4.86087238819717e-07,5.01051561403886e-07,5.62016925964377e-07,-5.10248081052233e-08,3.20682446728344e-06,7.36056164499856e-06,1.31400780122475e-05,1.55706026891686e-05,9.8346842454772e-06,2.37756386897689e-06,1.97221518777225e-07,5.31752895522891e-07
